0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
-2.598427,1.2396486,-1.1125921,0.7561242,1.1596398,-2.118447,0.3322254,0.5682728,0.5356882,-0.80053246,-0.65384114,-0.15593173,-0.75153023,1.6680447,0.5582086,0.3777389,12
-2.128211,0.32907444,-0.25431156,1.0675805,0.24047929,-1.6949786,0.6033674,0.09659732,0.10544043,-1.0105187,-1.2533594,-0.67334306,-1.3462212,2.6806526,0.4873392,0.44313824,3
-1.3587164,0.5114341,-0.28243688,1.0263994,0.56213194,-0.9618054,0.23753253,0.21865292,0.058874458,-0.49589476,-0.9038841,-0.64031136,-1.1432358,2.623336,0.37208524,0.40082067,3
-2.8812237,1.4914815,-0.012158791,0.5129601,1.4671953,-2.5625226,1.1139579,-0.8131922,0.5540986,-0.17730379,-1.8057235,-0.59838396,-0.8635494,2.191576,0.67710656,0.8751915,3
-1.9557834,1.3211423,0.19259062,1.4877069,0.45179048,-1.2527348,0.26747933,0.22256945,-0.02269038,-0.8162966,-0.8926467,-0.13805692,-1.5654994,2.6728287,0.5137767,0.52329236,3
-2.132192,1.0016761,-0.23483345,0.805234,0.78684425,-2.0140204,0.40139976,-0.09040927,0.25826922,-0.2833217,-0.8956758,-0.7214007,-1.3355148,2.4063845,1.1703707,0.593233,3
-2.2560768,0.9558707,-0.28606802,0.966147,0.6359357,-1.9971142,0.60991657,-0.52378803,0.53543776,-0.629671,-0.93272924,-0.68497777,-1.3723319,2.3844726,0.71237534,0.46023312,3
-2.6520483,0.895094,-0.693616,1.0364513,0.7984114,-1.9214367,0.6305781,0.055944983,0.62102157,-0.43368837,-0.2890259,-0.3280093,-1.2052734,2.486283,0.6749387,0.4856866,9
-1.0420254,0.1581995,0.020328868,0.75671786,0.88417226,-0.55371886,0.34102893,0.21387509,0.3379491,-0.32225174,-0.7063806,-0.39991078,-1.4886323,2.0708623,-0.11018319,0.27704078,3
-1.9789103,1.1816721,-0.63688266,0.9278913,0.8288272,-1.8636812,0.296014,-0.17342803,0.8937126,-0.3529082,-0.41647282,-0.5735299,-0.8439951,2.2248378,1.1782959,0.37847295,3
-2.6289358,1.6389096,-0.4324192,0.28507158,0.7205898,-2.1717827,0.6297763,-0.75831676,0.82702976,-0.4559683,-1.4649447,-1.0029701,-1.0515312,2.1290472,1.0833161,0.6866849,3
-2.8764448,0.24801722,-0.5317238,0.8568402,-0.028014464,-1.3732992,0.7603443,-0.627186,-0.83971095,-0.0005158722,-0.5250891,-0.04207939,-0.26792976,2.7234352,1.0273167,0.39247933,1
-1.4811238,-0.34214348,-0.5758714,0.824572,0.7649724,-1.3235089,0.64976835,-0.13413246,-0.40607435,-0.50401616,-0.27051884,-0.526253,-1.0857877,2.4278882,0.84118885,0.21361129,3
-1.2161878,0.4921047,1.1024907,0.64116377,-1.3166347,0.79491556,0.7493016,0.63578045,0.75651044,-0.27657008,-0.6214209,-1.7860669,-1.1613712,0.2594629,-0.18576482,0.8256792,6
-1.3920354,0.67878336,1.4899403,0.42511603,-0.9413703,1.3988872,0.9549545,1.35108,0.3122882,-0.9064357,-0.62518775,-1.2009667,-1.2332375,0.91035724,0.7350838,-0.3651455,6
-1.4862856,0.6786483,1.1185514,0.93113947,-1.3008783,0.78298604,0.9270069,0.8864812,0.7541074,-0.40478086,-0.53639984,-1.749226,-1.5929751,0.33417404,-0.24286368,1.0257789,14
-1.44091,0.16865504,0.15760602,0.6891534,-1.0610186,0.76576424,1.1221516,0.5710115,0.4387919,0.014420617,-0.26576358,-1.0584599,-0.30638182,1.0966843,-0.90400696,0.6592943,17
-0.88825405,-0.023542406,1.1605698,0.42867365,-0.05060915,0.9273411,0.50442284,0.34372142,-0.048903227,0.2176104,-0.77675885,-1.4173493,-0.6960427,-0.86238086,-0.17106414,0.6943647,0
-0.89343643,0.24842018,0.8163518,1.3200729,-1.0021405,0.32755983,1.3738155,0.69634897,0.7440559,0.008740532,-0.16869168,-1.1387113,-0.31031838,0.6929002,0.19514433,1.2317972,0
-2.158098,1.4893181,0.59184647,0.75626415,-1.5388731,0.12581708,1.1267227,1.0340041,0.6119423,-0.30678052,0.02003319,-2.3863971,-1.2499985,0.17520633,0.17031202,1.0527604,8
-1.45372,0.43964922,1.3351607,0.7477875,-1.3129035,0.9849898,0.8207862,0.5796382,0.9857849,-0.1844712,-0.7161057,-1.9242287,-1.2008092,0.3203702,-0.06714767,0.80270493,6
-0.95807785,0.28317901,0.84887797,0.30736747,-0.514939,0.4652844,0.3181736,0.1093668,0.37353957,-0.3335759,-0.8294544,-2.3204803,-0.8147331,-1.0180559,0.3146055,1.220278,5
-0.28872886,0.40249163,0.51472837,1.5598744,0.23710768,-0.31010392,1.416503,0.46172422,-0.26983625,-0.98638463,0.54349595,-2.2878823,-1.4643188,-0.35810354,3.3012109,1.1873891,0
-0.48299664,0.6154242,1.2430788,1.8074839,0.31270337,-0.17993999,1.3178947,0.77522206,-0.26694682,-0.23871651,0.8064044,-2.1638832,-1.519637,-0.4887768,3.1301641,0.60438985,6
-1.2752818,0.7355155,0.37290883,0.9211563,0.6914893,-0.5623976,0.06479369,0.71881145,-0.9996886,-1.9459028,-1.0087917,-1.4958829,-0.7761383,1.9947624,-0.12704647,1.3814517,3
-1.4607928,0.5812063,1.0502546,1.14814,0.51580524,-0.49958298,0.2636936,0.7641603,-0.9437418,-1.9545486,-1.2259259,-1.9124607,-0.5638809,2.3749113,0.09730397,1.5882858,3
-0.7516612,0.3561354,0.310293,1.0241741,1.0294126,-0.5947958,0.34956744,0.017747475,-0.787962,-1.5968126,-1.1250638,-0.42158228,-0.56399274,2.1610916,0.69124275,0.8707486,3
-1.5744137,0.5937373,0.1734015,0.90050495,0.33755782,-0.92055684,0.36396044,0.8916359,-0.3263573,-1.647497,-0.9825563,-1.4695009,-1.1071509,2.686903,0.009258691,0.8740809,3
-1.5731753,0.89031875,0.7817919,1.0633711,0.7045664,-0.43184966,0.113352746,0.5783651,-1.0688844,-1.8497971,-1.0996252,-1.4685425,-0.5660355,2.2316546,0.07185251,1.5841069,3
-1.6811804,1.3495367,0.40927598,1.1985254,0.39644352,-0.9198524,-0.030850222,0.40366873,-1.19551,-1.7067794,-1.0741305,-1.4242394,-0.7460106,0.966364,-1.0719688,1.3698752,3
-1.43167,0.5037149,0.45418817,0.8800672,1.0234053,-0.5620831,0.19345498,0.50310117,-1.0086942,-2.0816915,-1.1795632,-0.9578657,-0.62307775,2.4545765,0.5587528,1.3719318,3
-0.471809,0.58353275,0.6962111,0.8068195,0.55642223,-0.16365218,-0.08540481,0.3712814,-0.72814673,-1.6650373,-0.64064413,-1.7548873,-0.39337757,0.34480625,-0.2640766,0.7152075,3
-1.0759771,0.3322195,0.35331255,0.91874427,0.730888,-0.8196607,0.042554688,0.57781225,-0.49754912,-1.8431151,-1.6969981,-0.8952728,-0.55819905,2.011868,0.46758252,1.5410757,3
-0.7371812,0.028163215,1.2999159,0.9388595,0.87538105,0.23815075,0.21375869,1.3550673,-0.10649212,1.0024003,-1.6185095,-1.4087342,0.38914293,-0.8208169,0.01170843,-0.11586014,17
-0.6336823,0.02302216,1.1440641,0.677655,0.8125688,0.094588175,0.08741279,1.1826494,-0.17192708,0.8229343,-1.3471844,-1.1024222,0.079163596,-0.69239396,-0.18635401,0.02327328,5
-1.6304677,0.5046372,1.5584714,1.1638356,0.7766649,-1.2523823,0.5015115,1.4143198,1.0182824,0.81614715,-0.2250975,-0.7357183,0.078669086,0.39962736,0.9242697,2.0357807,0
-1.4758142,0.30965257,1.0728017,1.0163261,1.0992105,-0.6881081,0.6707519,1.1181557,1.9639578,-0.011911279,-0.5310089,0.02671596,-0.36949864,-0.11791563,0.40756348,2.0285435,0
-1.5940335,0.816613,0.96113604,0.834551,0.8456478,-1.2612809,1.1165897,1.4565006,1.6086417,0.45787993,-0.9050752,-0.81343526,0.28879768,0.026328607,0.8223644,2.4082286,0
-0.78192466,0.4370073,0.8721034,1.2826525,-0.043632064,-0.27499163,0.5101301,1.3275534,0.5423071,0.5612105,-0.16029581,-0.76963705,0.116169974,0.9194147,0.7985496,1.6100829,0
-1.8682823,0.72464556,0.93006897,1.0449077,0.8407087,-1.5806056,1.0884025,0.57573324,-0.3352136,1.5053128,0.15940812,-1.2548633,0.49918893,-0.22792909,0.74212736,0.998257,0
-1.1075606,0.22511521,1.0694423,1.3078929,-0.1700565,-0.36394072,1.1754844,1.0872823,0.6278484,0.3559617,-0.12390452,-0.5997532,0.117986344,0.8189872,0.6967916,1.7377976,0
-1.7996317,-0.052753992,-0.70754486,-0.25733086,0.50009614,1.3516432,1.2503012,-0.6270352,-0.83702797,-1.3699166,-1.3830997,-0.6821879,0.609491,0.1699172,0.32163373,-0.464551,17
-1.1399981,-0.14102267,-0.32553264,0.07687162,0.31853992,1.364802,1.0402579,-0.2579058,-0.88894176,-1.3090345,-1.1153058,-0.8036419,0.45264423,0.13633865,0.15765557,-0.2328058,17
-1.9996866,0.072624184,-0.92866707,-0.33938226,0.18459754,1.2041477,1.1041465,-0.48104352,-0.22234792,-1.1064961,-1.2568607,-0.5975987,0.5120626,0.049967494,0.05234358,-0.5910086,17
-1.2581855,0.008203839,-0.5320717,1.3352597,1.5855465,-0.960885,-0.71422184,-0.10910165,-0.4790213,0.94913936,-0.8336998,-1.5849607,-0.09676603,0.15071835,0.53212166,-0.33299854,15
-1.8070742,0.286854,-0.5809303,0.9050246,1.7494618,-0.8260796,-0.90975386,-0.4472961,-0.5445637,0.6901696,-1.0893399,-1.4225739,-0.38137797,0.26326415,1.0505426,-1.0567943,15
-1.0881753,-0.38429144,0.13601835,1.02874,2.185717,-0.69480664,-0.6753603,-0.3974754,-0.14080736,0.99691325,-1.0902855,-1.5264685,-0.20659977,0.18921615,0.6973154,-0.0126410285,15
-1.1155803,-0.25639817,-0.52680314,1.6336832,1.9540434,-0.95909154,-0.6120106,-0.107789814,-0.2878354,0.672137,-0.73251057,-1.6015527,0.33020008,0.2875004,0.41686344,-0.14513548,15
-1.3132918,-0.14318928,-0.9829937,1.9109279,1.5763165,-0.9253589,-0.74046534,0.02520461,-0.60269094,1.3959352,-0.81680226,-1.583629,0.006778867,0.31663004,0.70131385,-0.11723137,15
-1.0448134,-0.08892372,-0.38078487,1.3974179,1.8510025,-1.2018719,-0.40510544,-0.21805178,-0.56875056,0.95321804,-0.97392964,-1.7280585,-0.34099594,0.06965302,0.28902295,-0.12028216,15
-1.2753628,0.5101457,0.040676165,1.3322276,1.3394567,-0.8493944,-0.66289145,-0.2007827,0.24057506,0.589141,-0.6639427,-1.4872575,0.292576,0.025451895,0.42336944,-0.6458977,15
-1.3277512,-0.1684533,-0.19164757,1.4576305,1.6794188,-0.59223324,-0.78378576,0.4739885,-0.5617018,0.7934398,-0.6297055,-0.9483332,0.32655114,0.19040503,0.67756176,-0.33134225,15
-1.3256938,0.23031645,-0.3344669,1.5150137,1.4692261,-0.87184274,-0.6746812,0.0047973846,-0.19104227,0.809328,-0.8501753,-1.4197394,0.2017096,-0.12332297,0.6650466,-0.6650766,15
-1.2488173,-0.21358572,-0.2482319,1.1701322,1.3698885,-0.6836644,-0.62044954,-0.028562076,-0.2656769,0.80233914,-0.83433855,-1.3204077,0.14301565,0.1827678,0.65206003,-0.6628623,15
-1.4065486,0.09579565,0.1937048,1.0321937,1.4985077,-1.4754759,-0.7226419,0.10177312,-0.43302718,0.95705825,-0.9592923,-1.2034364,-0.31856722,0.39829376,0.8943131,0.08846602,15
-1.2129683,0.44244492,-0.91885257,1.563637,1.5266908,-0.3814902,-0.58758545,0.11058539,-0.55818176,1.1422784,-0.72270393,-1.3000412,0.42537317,-0.18158793,0.5028763,-0.5308856,15
-1.5636504,0.034090877,-0.30569,1.105168,1.6444025,-0.5848901,-0.9365272,-0.32522815,-0.30823696,0.89154047,-0.8815375,-1.6166708,-0.37466007,-0.014992207,0.77209216,-0.8235865,15
-1.52104,-0.5645786,-0.47440583,1.4599831,1.4591227,-0.95611584,-0.67082506,0.19395027,-0.60226285,0.7310129,-0.7550242,-0.85109043,0.33232734,0.16511376,0.9097404,-0.57479304,15
-1.3601483,0.12615365,-0.09528764,1.0222771,1.7441752,-1.000411,-0.6840771,-0.001758263,-0.15607956,0.59773195,-1.200449,-1.2181807,-0.0115574235,-0.23794785,0.7833276,-0.6022386,15
-1.2843051,-0.16085516,-0.4830616,1.2364142,1.6746094,-0.87890595,-0.5039476,0.040868003,-0.12518407,0.8287517,-0.71468425,-1.5688816,0.23067082,0.25520802,0.69224924,-0.5737813,15
-1.1296868,-0.18369855,-0.03503253,1.2387946,1.8860472,-0.62593323,-0.61506796,-0.29699686,0.15245943,1.038424,-0.6976959,-1.120606,-0.34443587,-0.26410553,0.7908334,-0.36529946,15
-1.2379981,-0.0036956924,-0.27826214,1.7013627,1.6935917,-0.7995168,-0.69715816,-0.22121973,-0.638441,1.268184,-0.85604614,-1.8080308,-0.2936129,0.4755889,0.4028944,-0.32630423,15
-1.1249232,0.3867198,-1.2454253,2.0477042,1.092828,-0.64764494,-0.83949983,0.19650865,-0.64437044,1.0939436,-0.7200208,-0.8802794,0.24795358,0.46635363,1.0291595,-0.50095123,15
-1.139757,-0.32673874,-0.5325942,1.6826103,1.827769,-0.9508528,-0.55091244,-0.10373226,-0.18352008,0.67274606,-0.9981018,-1.5130208,0.47021815,0.30847016,0.3964481,-0.38291904,15
-1.2939519,-0.23128146,-0.41147488,1.7428458,1.5710323,-0.7163516,-1.0216645,-0.37160885,-0.18311347,0.97746724,-1.2320197,-1.9365503,0.41431126,0.10393559,0.48446897,-0.10722396,15
-1.4796262,0.10009234,-0.40154043,1.0677493,1.8821652,-1.0364605,-0.708231,-0.056441184,-0.21192428,0.4951501,-1.1211356,-1.182154,0.024119075,-0.16536357,0.8039684,-0.7041415,15
-1.419628,0.02620288,-0.7520349,1.739372,1.6043869,-0.9220079,-0.73536783,-0.33261767,-0.5439217,1.1430885,-0.8507738,-1.8171526,-0.2567281,-0.041304473,0.2870676,-0.3492316,15
-1.2809545,-0.35217038,-0.36706212,1.227292,1.3120918,-0.7704393,-0.57967854,0.2698359,-0.16256677,0.6837328,-0.8101568,-1.0489515,0.48499984,0.30467215,0.7141308,-0.62408423,15
-1.1387508,-0.26203093,-0.39385247,1.3615633,1.8252138,-0.75161207,-0.61098295,-0.24471638,-0.09528164,0.85428566,-1.0104927,-1.2895285,-0.0826875,0.12624177,0.5376007,-0.5148811,15
-0.9213105,-0.2899979,0.0061065354,1.2265605,1.9029697,-0.71613,-0.5002487,0.1562787,-0.60440373,0.46670574,-0.172565,-2.0733113,-0.08777803,-0.033049252,0.1648149,-0.17918205,15
-1.5865531,0.04989803,-0.48021936,1.4586735,1.1614068,-0.97209597,-0.5843935,0.31919026,-0.20818742,0.92270666,-0.55835885,-1.0087361,0.42273784,-0.41579825,0.7523713,-0.7062485,14
-0.9808966,-0.7504163,-0.24523653,1.4399971,1.4063568,-0.10693125,-0.39130306,0.11734628,-1.0495907,0.84814113,-0.55520993,-1.3854783,0.51105136,0.46050957,0.4001391,-0.55253714,15
-1.2292601,-0.3380684,-0.37880048,1.7342901,1.6032118,-0.8676054,-0.7030416,-0.095812865,-0.27094066,0.77186674,-0.94590145,-1.5083287,0.2302478,0.39904281,0.23753971,-0.42207822,15
-1.1507293,-0.43527377,-0.43155172,1.6179271,1.7886778,-0.734193,-0.5319509,0.31268704,-0.3682176,0.7705652,-0.98680925,-1.5717326,0.4043445,0.37774283,0.494452,-0.5157391,15
-1.2015989,1.1554934,-1.1597502,1.265433,1.7040253,1.7772734,0.04846135,-1.29381,-0.7983855,-0.42672682,-1.728932,-0.9614967,0.26201624,-0.9302221,-0.25153357,0.83993065,17
-1.0890815,1.0776347,-1.0930994,1.0759164,1.4329778,1.7609098,0.121483564,-1.0870826,-0.6267483,-0.13894776,-1.3559272,-1.2364589,-0.0054725846,-0.86482716,-0.35856578,0.36763057,17
-1.1913308,0.9200638,-1.1038386,1.028884,1.2332071,1.5400296,0.2643652,-0.558245,-1.2597222,-0.7013983,-1.5242279,-0.90590096,0.25536793,-0.8105724,-0.34511927,0.7170947,17
-1.0383276,0.78098154,-0.9996568,1.2063384,1.5955704,1.6968085,0.13821909,-1.1779209,-1.1945071,-0.27736285,-1.6262345,-1.2902863,0.1795432,-0.7898678,-0.23533434,0.5865882,17
-1.5856023,0.8138293,-1.3072935,1.261766,1.2051227,1.995488,-0.08785404,-1.3991084,-0.25059825,-0.45577464,-1.1685902,-1.3448789,0.6700812,-0.6468126,-0.60953546,0.87030756,17
-1.7367122,-0.022624398,-0.37331027,0.18164805,0.26818052,2.160219,1.0751458,-0.105235204,-0.5217026,-1.0061083,-1.0465207,-0.48132274,0.5200058,0.45219278,-0.1614634,-0.2589491,17
-1.0537733,0.17911972,-1.118964,0.62251866,0.24828182,1.2166802,0.3022105,-0.119115755,-0.9005129,-0.88178456,-0.95445544,-0.9640883,-0.016997874,0.022710998,-0.39661485,0.12845133,17
-1.7957445,0.17547257,0.31445473,0.1706002,-0.06888167,1.9136312,1.3135273,0.5676778,-0.51387894,-1.1950804,-1.1799306,-0.6179284,0.5124005,0.3641586,-0.46759668,0.20964056,17
-1.8370634,-0.28817353,-0.6260374,0.43521166,0.15682063,2.455124,1.382673,-0.2268564,0.08126315,-1.277478,-0.44873482,-0.19231129,-0.012855392,0.6736364,0.07882814,-0.73413575,17
-2.3322785,-0.25212163,-0.2843021,-0.3948448,0.23216414,1.7832804,1.3402107,-0.2048586,-0.15711257,-0.6317635,-1.0616666,-0.58336765,0.53831285,0.095413186,0.06492744,-0.8088128,17
