	clustering coefficient
YDR234W	0.48484848484848486
YOL082W	0.08907563025210084
YAL034W-A	0.21035940803382663
YBR115C	0.3055555555555556
YDR284C	0.2535612535612536
YLR032W	0.32967032967032966
YMR172W	0.34065934065934067
YKR043C	0.6666666666666666
YPL020C	0.039439622354195215
YML131W	0.15384615384615385
YOL154W	0.2857142857142857
YJL050W	0.20444033302497688
YMR137C	0.16666666666666666
YDR205W	0.5
YHR137W	0.3333333333333333
YKR093W	0.2
YDL087C	0.4666666666666667
YJL203W	0.3808080808080808
YDR101C	0.27965043695380776
YPL038W	0.13725490196078433
YHR184W	0.06666666666666667
YBL051C	0.36764705882352944
YKR062W	0.3139784946236559
YDL223C	0.19883040935672514
YDR216W	0.22926829268292684
YER118C	0.06436487638533675
YOR266W	0.3333333333333333
YDL029W	0.1532670882264378
YMR109W	0.14383561643835616
YBR181C	0.5618729096989966
YJL039C	0.2849213691026827
YHL006C	0.23809523809523808
YAL029C	0.22764227642276422
YGL005C	0.3333333333333333
YBR205W	0.19367588932806323
YPR107C	0.5555555555555556
YHL004W	0.19084712755598832
YNL005C	0.45560253699788583
YDL095W	0.17101449275362318
YDL232W	0.29333333333333333
YDL161W	0.2878787878787879
YOR267C	0.22037510656436488
YGR183C	0.2857142857142857
YDR110W	0.3080459770114943
YDR404C	0.45560253699788583
YHR089C	0.25474254742547425
YCR083W	0.25757575757575757
YGR270W	0.17854217854217855
YDL215C	0.09803921568627451
YLL001W	0.21921182266009853
YDL033C	0.0
YLR259C	0.13297150610583447
YJL073W	0.5357142857142857
YJR152W	0.5
YBL097W	0.2549019607843137
YHL002W	0.0935374149659864
YNL121C	0.13842746400885936
YEL012W	0.23076923076923078
YMR048W	0.08994708994708994
YDL059C	0.12222222222222222
YNL264C	0.42857142857142855
YJL187C	0.040149393090569564
YNL272C	0.08568646543330087
YJL041W	0.23511904761904762
YLR312W-A	0.7150997150997151
YGL181W	0.14204545454545456
YIR006C	0.25177809388335703
YJL197W	0.24444444444444444
YML041C	0.5
YNR048W	0.4642857142857143
YDL123W	0.2964426877470356
YHR174W	0.11251791686574296
YIL070C	0.11510611735330836
YGL226W	0.6666666666666666
YER089C	0.2727272727272727
YMR272C	0.5164835164835165
YKR063C	0.13520632133450394
YPL091W	0.5714285714285714
YGR055W	0.30040911747516075
YDR331W	0.17288135593220338
YDR456W	0.11428571428571428
YDR172W	0.18947368421052632
YKL144C	0.5494252873563218
YNR003C	0.5265151515151515
YGL246C	0.45918367346938777
YER142C	0.14035087719298245
YDL171C	0.33497536945812806
YHR112C	0.2564102564102564
YKL078W	0.44871794871794873
YBR155W	0.1425287356321839
YJR031C	0.1619047619047619
YBR251W	0.31306778476589797
YMR114C	0.47619047619047616
YML112W	0.46153846153846156
YPL089C	0.14285714285714285
YDR280W	0.31981981981981983
YDR130C	0.20964912280701756
YEL003W	0.28
YIL038C	0.14151747655583974
YER092W	0.44333333333333336
YML058W	0.06097560975609756
YNL291C	0.0
YMR183C	0.21333333333333335
YHR110W	0.24333333333333335
YDR189W	0.27586206896551724
YIL126W	0.33146853146853145
YLR438W	0.12688172043010754
YKL188C	0.10017730496453901
YPL225W	0.4696969696969697
YDL156W	0.05493136756481952
YHL035C	0.34545454545454546
YLR314C	0.11002178649237472
YFL038C	0.16843971631205673
YPR176C	0.7857142857142857
YOR256C	0.3333333333333333
YHR148W	0.6415458937198067
YMR128W	0.3470266040688576
YBR187W	0.3484848484848485
YOL012C	0.20851063829787234
YOR035C	0.4230769230769231
YLR438C-A	0.2593220338983051
YIL094C	0.14276094276094276
YPL140C	0.0967741935483871
YDL097C	0.3575757575757576
YPL082C	0.19378915100626415
YOR220W	0.26666666666666666
YFL005W	0.14285714285714285
YGR172C	0.1455026455026455
YOR209C	0.25
YGR246C	0.4166666666666667
YLR175W	0.21040372670807453
YJL026W	0.1925133689839572
YKL171W	0.08944793850454227
YLR145W	0.09405405405405405
YHL033C	0.3819628647214854
YBR114W	0.14772727272727273
YKR001C	0.24431517715494447
YOR293W	0.49707602339181284
YHR087W	0.20588235294117646
YDR312W	0.30735930735930733
YGR044C	1.0
YNL002C	0.14822556159380432
YPL226W	0.2919191919191919
YNL307C	0.033642384105960266
YOR272W	0.4801864801864802
YPL118W	0.5802968960863698
YFR022W	0.16666666666666666
YLR357W	0.41350601295097134
YDL219W	0.3
YGL071W	0.14624505928853754
YMR021C	0.1111111111111111
YFR028C	0.06360946745562131
YIL106W	0.10256410256410256
YDR025W	0.38920056100981765
YML091C	0.09655172413793103
YBR025C	0.22672064777327935
YBR282W	0.7095238095238096
YDR237W	0.6142857142857143
YDL045W-A	0.3904761904761905
YDR468C	0.20952380952380953
YPL267W	0.4
YOR089C	0.2097560975609756
YOR090C	0.27205882352941174
YJL076W	0.16040688575899845
YJR051W	0.6666666666666666
YBR102C	0.19615384615384615
YML097C	0.4
YLR421C	0.6142857142857143
YDR174W	0.1415259172976121
YLR203C	0.19076923076923077
YBR039W	0.09898989898989899
YGL078C	0.406827880512091
YPL084W	0.22807017543859648
YGR167W	0.1346153846153846
YMR223W	0.18878248974008208
YNR007C	0.21904761904761905
YOR098C	0.20833333333333334
YLR043C	0.22077922077922077
YKL038W	0.1523809523809524
YBR196C	0.3353658536585366
YDL052C	0.18769230769230769
YER110C	0.10988722790453712
YLL012W	0.29523809523809524
YJR093C	0.2841269841269841
YLR237W	0.23809523809523808
YML132W	0.2222222222222222
YIL083C	0.6666666666666666
YNL289W	0.15268817204301074
YDL217C	0.4444444444444444
YBL052C	0.49523809523809526
YPL211W	0.5074446680080483
YDL244W	0.0
YKR054C	0.13359106529209622
YGL106W	0.12422360248447205
YMR304W	0.09618874773139746
YKL101W	0.07252998286693318
YNR006W	0.14855072463768115
YLR441C	0.505121293800539
YER057C	0.2857142857142857
YJR064W	0.2739495798319328
YHR166C	0.335978835978836
YLR381W	0.6952380952380952
YGR185C	0.2608695652173913
YNL247W	0.41818181818181815
YDR127W	0.2956521739130435
YGR159C	0.27113906359189377
YGL191W	0.5604395604395604
YGR166W	0.4
YBR069C	0.1831831831831832
YLR004C	0.4
YGR250C	0.11375661375661375
YGL233W	0.3333333333333333
YNR049C	0.4696969696969697
YNL135C	0.14545454545454545
YLR310C	0.12089447938504543
YIL091C	0.15263157894736842
YDR087C	0.28657487091222034
YPL141C	0.043010752688172046
YDL082W	0.4723936613844871
YNL039W	0.44871794871794873
YGL098W	0.48333333333333334
YGL145W	0.2857142857142857
YJR082C	0.14285714285714285
YNL084C	0.13369272237196766
YPL001W	0.2621951219512195
YJL096W	0.35555555555555557
YJL123C	0.3333333333333333
YLL042C	0.3333333333333333
YHR098C	0.30833333333333335
YCL009C	0.22875816993464052
YKL010C	0.1925133689839572
YMR033W	0.4592198581560284
YDR027C	0.21428571428571427
YBL004W	0.3615709185329439
YLR315W	0.12030075187969924
YNL075W	0.45454545454545453
YNL102W	0.22807017543859648
YKL074C	0.27752081406105455
YOR159C	0.5358974358974359
YLR084C	0.3076923076923077
YDR264C	0.15789473684210525
YJR040W	0.2222222222222222
YGL209W	0.1619047619047619
YER044C	0.4502923976608187
YLR069C	0.25
YEL015W	0.19133192389006343
YIL131C	0.22528735632183908
YPR082C	0.47463002114164904
YOR372C	0.4444444444444444
YBR286W	0.5
YGL213C	0.14532019704433496
YDR390C	0.3484848484848485
YGL201C	0.16883116883116883
YGL179C	0.02531645569620253
YDL015C	0.24444444444444444
YPL087W	0.4166666666666667
YBL090W	0.7954022988505747
YOL077C	0.4244120940649496
YCR068W	0.2
YFL062W	0.10869565217391304
YBR170C	0.25071225071225073
YKL213C	0.22924901185770752
YLR044C	0.19610855094726062
YKL009W	0.3380903839619436
YIL023C	0.16666666666666666
YBL087C	0.26801346801346804
YDL243C	1.0
YKR027W	0.5272727272727272
YGL019W	0.18072289156626506
YLR251W	0.47619047619047616
YGL008C	0.10918918918918918
YOL020W	0.2545454545454545
YML008C	0.09981981981981981
YEL011W	1.0
YLR435W	0.2679738562091503
YJL106W	0.023211567732115676
YGL255W	0.4666666666666667
YGL062W	0.1568627450980392
YDR173C	0.19047619047619047
YNL201C	0.15024630541871922
YOR269W	0.19058823529411764
YLR399C	0.11971386492741426
YML073C	0.477970102281668
YOR176W	0.19852941176470587
YJL098W	0.11052353252247488
YKR091W	0.9
YDR155C	0.11973875181422351
YLR074C	0.23964912280701756
YOR320C	0.5
YHR050W	0.5
YLR337C	0.2905982905982906
YEL017W	0.3888888888888889
YOL139C	0.1727106227106227
YBL042C	0.4444444444444444
YDR257C	0.24444444444444444
YER091C	0.2761904761904762
YMR049C	0.24545454545454545
YDL058W	0.23076923076923078
YGR180C	0.16927453769559034
YJL061W	0.3004830917874396
YMR153W	0.23589269195189638
YKL166C	0.0594059405940594
YPR160W	0.11585365853658537
YDR080W	0.2676923076923077
YDR122W	0.15384615384615385
YJR021C	0.16596194503171247
YBR056W	0.24166666666666667
YBR079C	0.16881443298969073
YJR045C	0.1385359951603146
YDR213W	0.4444444444444444
YER094C	0.593103448275862
YFR019W	0.13438735177865613
YDL168W	0.3717948717948718
YMR212C	0.4065934065934066
YBR112C	0.11666666666666667
YNL167C	0.1830065359477124
YDL053C	0.11764705882352941
YER128W	0.24761904761904763
YJL084C	0.12846068660022147
YNL183C	0.11538461538461539
YDR333C	0.3046757164404223
YDR342C	0.17733990147783252
YGR005C	0.33454281567489114
YGL035C	0.11764705882352941
YGR048W	0.17992424242424243
YIL144W	0.10401234567901235
YDR011W	0.2706155632984901
YHR094C	0.23200559049615654
YDR310C	0.26021505376344084
YDL212W	0.15263157894736842
YJR119C	0.2222222222222222
YIL019W	0.5636363636363636
YKL018W	0.27682926829268295
YHR206W	0.1642512077294686
YIL147C	0.23076923076923078
YKR004C	0.6666666666666666
YML007W	0.1764555669050051
YPR168W	0.5746031746031746
YDR077W	0.358974358974359
YOR344C	0.07196401799100449
YAL035W	0.2882911392405063
YBR084W	0.22786647314949202
YLR347C	0.10417637012886198
YOR057W	0.16883116883116883
YLL034C	0.35995903737839224
YCL056C	0.07692307692307693
YDR142C	0.14
YDR033W	0.3333333333333333
YGR038W	0.27450980392156865
YPL152W	0.3787878787878788
YFR014C	0.03173998603440614
YNL218W	0.15151515151515152
YGR077C	0.4166666666666667
YMR296C	0.34065934065934067
YHR010W	0.34448416751787536
YLR209C	0.5
YIL061C	0.13852813852813853
YLR247C	0.37777777777777777
YKR007W	0.43790849673202614
YKL186C	0.43873517786561267
YIL105C	0.125
YPL059W	0.16666666666666666
YDR246W	0.6538461538461539
YDL155W	0.11201079622132254
YIL030C	0.036735922914784704
YPL171C	0.23636363636363636
YHR007C	0.13138267355134825
YHR190W	0.2924901185770751
YOL004W	0.2055944055944056
YPR184W	0.26666666666666666
YBR046C	0.4
YPL090C	0.5015047879616963
YNL229C	0.12828282828282828
YNL268W	0.5818181818181818
YKL214C	0.27205882352941174
YCR082W	0.18
YKL138C-A	0.1771043771043771
YDR214W	0.23755102040816325
YLR328W	0.3333333333333333
YJL184W	0.20261437908496732
YDR043C	0.19047619047619047
YIL149C	0.17294685990338166
YER114C	0.18494623655913978
YPL050C	0.2857142857142857
YPR154W	0.09090909090909091
YBR150C	0.3888888888888889
YOR174W	0.31313131313131315
YHR023W	0.11625323954091077
YCL054W	0.5585585585585585
YPL074W	0.21370499419279906
YOL120C	0.353132099967543
YOR275C	0.2222222222222222
YDL075W	0.5118532261389405
YOR368W	0.2222222222222222
YPL022W	0.13213213213213212
YBR274W	0.1246376811594203
YLR258W	0.12056737588652482
YNL001W	0.16911764705882354
YOL127W	0.3855349157206742
YDL166C	0.1543340380549683
YOR132W	0.3161764705882353
YMR146C	0.28361581920903955
YPL081W	0.38357487922705313
YGL014W	0.2592074592074592
YMR238W	0.4909090909090909
YDL164C	0.3047619047619048
YPR034W	0.3597285067873303
YGR085C	0.5168452103710603
YLR367W	0.39392168322618354
YER023W	0.2904761904761905
YNL003C	0.26666666666666666
YNL243W	0.1741654571843251
YOR284W	0.12987012987012986
YNR011C	0.30194805194805197
YGL227W	0.15579710144927536
YDL008W	0.4588744588744589
YOR249C	0.4492753623188406
YPL086C	0.36666666666666664
YKR037C	0.31384615384615383
YGR075C	0.6405228758169934
YML051W	0.08558558558558559
YOL061W	0.24333333333333335
YGL110C	0.8333333333333334
YNL015W	0.35714285714285715
YOR168W	0.3787878787878788
YOR361C	0.19894210990302674
YPR041W	0.33559577677224733
YBL058W	0.1497326203208556
YOL135C	0.3631372549019608
YBR152W	0.5933333333333334
YER052C	0.2948717948717949
YLR206W	0.16829268292682928
YDR301W	0.3693181818181818
YKL117W	0.04500381388253242
YOR262W	0.3333333333333333
YHR179W	0.17045454545454544
YNL127W	0.15584415584415584
YML074C	0.2802236198462614
YFR030W	0.2631578947368421
YOL076W	0.4
YGL253W	0.2554112554112554
YKL073W	0.1761904761904762
YLR254C	0.12030075187969924
YLR096W	0.05148514851485148
YDR247W	0.05764145954521417
YKL193C	0.10483870967741936
YBL105C	0.09262510974539069
YOR273C	0.4782608695652174
YDL108W	0.06377551020408163
YOR151C	0.17628032345013478
YCR009C	0.1668997668997669
YNL209W	0.10804263565891473
YBR017C	0.1267605633802817
YPR036W	0.24598930481283424
YNL298W	0.0919080919080919
YDR293C	0.12794033275960986
YOR124C	0.16042780748663102
YPL093W	0.29373072970195274
YOR205C	0.0
YPR112C	0.445578231292517
YHR102W	0.05789473684210526
YML023C	0.275
YDR263C	0.6666666666666666
YLR378C	0.18585858585858586
YER086W	0.16516516516516516
YPL043W	0.4613807245386193
YPR052C	0.23549965059399022
YER122C	0.15169082125603864
YIL095W	0.06050420168067227
YDR170C	0.1419607843137255
YER100W	0.17894736842105263
YPL192C	0.2
YHR064C	0.14031918096958748
YNL292W	0.13333333333333333
YHR193C	0.23737373737373738
YOL128C	0.07586206896551724
YGR245C	0.4430976430976431
YGR276C	0.11576354679802955
YFL059W	0.37777777777777777
YNL334C	0.42857142857142855
YHR134W	0.1895424836601307
YCL031C	0.2556862745098039
YER025W	0.21118721461187215
YDL239C	0.09805735430157261
YNR013C	0.3263157894736842
YPL246C	0.1419607843137255
YMR246W	0.20166512488436633
YPR002W	0.0
YGL097W	0.28403361344537814
YHR074W	0.6
YBL074C	0.6333333333333333
YDL214C	0.01349527665317139
YNR010W	0.49577167019027485
YGL257C	1.0
YBR298C	0.12418300653594772
YMR279C	0.42857142857142855
YIR024C	0.2857142857142857
YPR045C	0.3333333333333333
YPR055W	0.40476190476190477
YKL145W	0.20511168384879724
YOR362C	0.28917120387174833
YOL078W	0.1631578947368421
YEL022W	0.18719211822660098
YDR138W	0.20718816067653276
YKL173W	0.35049683830171635
YFR009W	0.21616161616161617
YHR080C	0.2636734693877551
YBR065C	0.3399014778325123
YDL227C	0.25757575757575757
YKL204W	0.15942028985507245
YOR231W	0.08333333333333333
YLR194C	1.0
YOR058C	0.2536231884057971
YIL053W	0.2147937411095306
YCR106W	0.06060606060606061
YEL072W	0.0
YDL222C	0.301218161683278
YLR116W	0.282312925170068
YHL024W	0.09971509971509972
YBR202W	0.35795454545454547
YNL054W	0.3333333333333333
YLR384C	0.2957983193277311
YHL009C	0.12418300653594772
YGL049C	0.26709526592635885
YIL107C	0.14814814814814814
YHR147C	0.6993464052287581
YNL037C	0.16017316017316016
YJL179W	0.21578947368421053
YER120W	0.1616883116883117
YPL154C	0.3238095238095238
YGL031C	0.49261261261261263
YDL132W	0.1425339366515837
YJL047C	0.18571428571428572
YMR215W	0.24914965986394558
YJR072C	0.21258593336858805
YKR090W	0.08888888888888889
YNL067W	0.3203463203463203
YDL030W	0.2932396839332748
YMR288W	0.3985973115137347
YOR312C	0.6701090074584051
YLR218C	0.4
YBR182C	0.1111111111111111
YER062C	0.1645021645021645
YNL044W	0.13434343434343435
YOR116C	0.36558441558441557
YGR082W	0.2753623188405797
YNL070W	0.5054945054945055
YNL138W	0.13636363636363635
YOR122C	0.3516483516483517
YGR019W	0.3333333333333333
YDR362C	0.24761904761904763
YGL144C	0.16666666666666666
YFL010C	0.08448540706605223
YGL208W	0.17786561264822134
YDR091C	0.28415300546448086
YOR063W	0.28848229706390327
YGL068W	0.22510822510822512
YLR256W	0.41904761904761906
YLR268W	0.1711864406779661
YGR097W	0.1721194879089616
YEL047C	0.3333333333333333
YNL007C	0.1726998491704374
YBR211C	0.2793709528214616
YDR254W	0.43386243386243384
YOL145C	0.23774283071230343
YKL212W	0.11380471380471381
YNL214W	0.5238095238095238
YPL147W	0.11341463414634147
YIL108W	0.1388888888888889
YPL138C	0.16129032258064516
YMR061W	0.29445234708392604
YDR047W	0.6
YIL007C	0.4
YJR161C	0.5
YDR489W	0.2967741935483871
YML069W	0.29617486338797816
YGL105W	0.12451923076923077
YHR011W	0.17867867867867868
YLR200W	0.1524390243902439
YPL231W	0.3870967741935484
YMR308C	0.08516483516483517
YKR103W	0.04666666666666667
YGR078C	0.21568627450980393
YGL133W	0.3157894736842105
YOR066W	0.8
YMR076C	0.16282051282051282
YNL230C	0.1592741935483871
YML118W	0.38095238095238093
YPL095C	0.32142857142857145
YLR325C	0.46167557932263814
YJL183W	0.3333333333333333
YLR191W	0.07932692307692307
YLR393W	0.08888888888888889
YER098W	0.12105263157894737
YCR071C	0.6595365418894831
YDR322W	0.5448717948717948
YDR158W	0.2573099415204678
YDR439W	0.09711538461538462
YOL001W	0.13450292397660818
YPL235W	0.14439775910364144
YOR198C	0.1787878787878788
YDR493W	0.3333333333333333
YIR034C	0.26373626373626374
YOR138C	0.3181818181818182
YDR240C	0.5062388591800356
YLR423C	0.03502919099249374
YPL112C	0.23076923076923078
YBR158W	0.3611111111111111
YGR285C	0.25117845117845117
YGR132C	0.2813852813852814
YOR247W	0.25
YLR324W	0.24183006535947713
YNL131W	0.20190274841437633
YPR137W	0.5406386066763426
YIL153W	0.14761904761904762
YBR121C	0.2571428571428571
YBR041W	0.2153846153846154
YER002W	0.7862318840579711
YLR009W	0.4476709013914096
YDR266C	0.3416666666666667
YGR104C	0.2848990342405619
YDL006W	0.15396825396825398
YPL180W	0.20336134453781513
YDR023W	0.16463414634146342
YDR238C	0.22496371552975328
YGL003C	0.08544303797468354
YLR417W	0.4722222222222222
YPL002C	0.23076923076923078
YGR061C	0.3939393939393939
YLR386W	0.07881773399014778
YMR015C	0.3380952380952381
YGL154C	0.3333333333333333
YPL078C	0.21746880570409982
YOR023C	0.2571428571428571
YBR036C	0.21707317073170732
YPR198W	0.23666666666666666
YJL042W	0.32051282051282054
YPL177C	0.14285714285714285
YLR287C-A	0.7368421052631579
YNL286W	0.24444444444444444
YLR249W	0.1454743052321068
Q0045	0.2777777777777778
YLR432W	0.1706959706959707
YPL011C	0.7035573122529645
YBR200W	0.07392607392607392
YLR318W	0.13333333333333333
YMR120C	0.1166429587482219
YLR372W	0.12804063084736703
YPL273W	0.3333333333333333
YER145C	0.3816091954022989
YGL203C	0.1347517730496454
YNL252C	0.6002844950213371
YPR001W	0.6666666666666666
YML032C	0.22727272727272727
YKR008W	0.545045045045045
YER141W	0.2545454545454545
YLR409C	0.5864734299516908
YIL013C	0.2549019607843137
YBR151W	0.1
YNL126W	0.3181818181818182
YLR095C	0.6666666666666666
YER126C	0.5710144927536231
YGR271C-A	0.6190476190476191
YLR265C	0.16666666666666666
YPL143W	0.5160575858250277
YOL087C	0.21052631578947367
YLR273C	0.047619047619047616
YOR393W	0.0
YCR065W	0.15384615384615385
YHR141C	0.7584415584415585
YDL066W	0.3157894736842105
YML024W	0.3554964539007092
YJR123W	0.3540721929983675
YOR157C	0.5287356321839081
YDR295C	0.14018691588785046
YNL042W	0.3111111111111111
YPL243W	0.38571428571428573
YCL057C-A	0.16470588235294117
YHR008C	0.17142857142857143
YDL175C	0.2523809523809524
YPR191W	0.12857142857142856
YMR239C	0.08387096774193549
YKL127W	0.3076923076923077
YER016W	0.16755793226381463
YGL061C	0.3333333333333333
YIL104C	0.3484848484848485
YHR186C	0.11538461538461539
YLR403W	0.15384615384615385
YCR088W	0.17391304347826086
YNL153C	0.20666666666666667
YHR142W	0.3247863247863248
YCL033C	0.4
YEL054C	0.25657657657657656
YER073W	0.5277777777777778
YAR035W	0.5
YCR086W	0.07244843997884717
YDL230W	0.19117647058823528
YPR033C	0.7333333333333333
YOR091W	0.4945054945054945
YHR084W	0.11382113821138211
YML013W	0.25132275132275134
YFR005C	0.6
YDR195W	0.27177177177177175
YDR028C	0.2322695035460993
YBR084C-A	0.38769230769230767
YAR002C-A	0.23294117647058823
YDL201W	0.4722222222222222
YFR017C	0.2857142857142857
YFL008W	0.16767676767676767
YLR086W	0.20923076923076922
YIL056W	0.3333333333333333
YDR016C	0.43859649122807015
YDR201W	0.22323232323232323
YBR201W	0.6363636363636364
YDR411C	0.26877470355731226
YJL054W	0.38181818181818183
YGR145W	0.39552760307477286
YBR136W	0.13333333333333333
YGR090W	0.23006459189665296
YDL139C	0.19473684210526315
YPR074C	0.25666666666666665
YDR450W	0.4387978142076503
YLR192C	0.2702702702702703
YKL151C	0.31868131868131866
YGL206C	0.17401129943502824
YER171W	0.1673469387755102
YMR201C	0.14210526315789473
YMR205C	0.19812925170068027
YHR020W	0.2689075630252101
YIL143C	0.25862068965517243
YKL027W	0.4
YHR090C	0.3247311827956989
YMR218C	0.4444444444444444
YHR030C	0.07324244854317027
YJL066C	0.05847953216374269
YNL192W	0.28104575163398693
YLR197W	0.27380952380952384
YOL115W	0.19384615384615383
YOR351C	0.029643073200241985
YGR020C	0.37037037037037035
YGR174C	0.3161764705882353
YPL215W	0.2571428571428571
YBR089C-A	0.2568922305764411
YBR289W	0.3787375415282392
YKR035W-A	0.23870967741935484
YOR303W	0.5151515151515151
YDL102W	0.17857142857142858
YPR119W	0.09737134394668641
YPR056W	0.2804878048780488
YOR223W	0.24175824175824176
YGR233C	0.18333333333333332
YIL050W	0.2727272727272727
YDR228C	0.2564102564102564
YJR022W	0.12995186967789707
YPL242C	0.14210526315789473
YJL059W	0.5
YLR022C	0.23715415019762845
YOR129C	0.1
YKL125W	0.3717948717948718
YOL095C	0.8
YDR120C	0.2736842105263158
YKL056C	0.26411290322580644
YLR187W	0.2564102564102564
YPL181W	0.346031746031746
YNL258C	0.3602941176470588
YCL040W	0.37254901960784315
YIL051C	0.23333333333333334
YKL142W	0.13333333333333333
YOR191W	0.11397849462365592
YLR180W	0.21199082042455536
YIR022W	0.29411764705882354
YER087C-B	0.24603174603174602
YPR032W	0.18518518518518517
YBR082C	0.13623188405797101
YDR121W	0.3952380952380952
YBR275C	0.4
YLR453C	0.13333333333333333
YDL067C	0.6
YDR326C	0.3238095238095238
YKR082W	0.37695590327169276
YDR207C	0.2650793650793651
YOL039W	0.37051282051282053
YJR139C	0.5555555555555556
YDR188W	0.14158415841584157
YKR036C	0.11333333333333333
YPL042C	0.1773231031543052
YFL041W	0.1857707509881423
YFR037C	0.29665692956832196
YNL027W	0.14082503556187767
YMR300C	0.42424242424242425
YOR039W	0.22371031746031747
YLR370C	0.3201581027667984
YNR035C	0.32275132275132273
YJR067C	0.8
YHR205W	0.11088709677419355
YDR054C	0.12692307692307692
YNL103W	0.18478260869565216
YDR105C	0.5714285714285714
YBL067C	0.20335429769392033
YJR121W	0.17483811285846437
YGR063C	0.3616734143049933
YGL070C	0.45376955903271693
YBR230C	0.1546218487394958
YFL056C	0.0
YGR054W	0.3323232323232323
YOR276W	0.2123076923076923
YGR027C	0.41379310344827586
YMR316W	0.6666666666666666
YPR010C	0.1676064123825318
YGL086W	0.1683673469387755
YPR173C	0.19047619047619047
YDR420W	0.35714285714285715
YHR154W	0.11313131313131314
YDL125C	0.34615384615384615
YPL048W	0.3933333333333333
YOR009W	0.0
YNL244C	0.1320754716981132
YPL019C	0.38011695906432746
YNL216W	0.28378378378378377
YPL124W	0.17354196301564723
YCR092C	0.4380952380952381
YLR178C	0.09523809523809523
YOL055C	1.0
YGL095C	0.45714285714285713
YOR342C	0.6
YGR062C	0.32142857142857145
YDR394W	0.23117283950617284
YLR048W	0.2873015873015873
YPR108W	0.4850498338870432
YPL132W	0.21818181818181817
YEL017C-A	0.16302521008403362
YNL194C	0.3
YLR102C	0.5190476190476191
YGR120C	0.1254355400696864
YMR075W	0.35172413793103446
YPR023C	0.40229885057471265
YBR110W	0.410752688172043
YOR337W	0.32679738562091504
YPR024W	0.10989010989010989
YJL122W	0.4281183932346723
YPR017C	0.20952380952380953
YHR197W	0.35929288103201146
YBR125C	0.2727272727272727
YOL081W	0.3047619047619048
YKL143W	0.36666666666666664
YPL266W	0.3853658536585366
YDR451C	0.4338235294117647
YCL011C	0.3212669683257919
YJL051W	0.19696969696969696
YPR115W	0.07474747474747474
YAR002W	0.35135135135135137
YML117W	0.33201581027667987
YAL013W	0.5751633986928104
YMR263W	0.41125541125541126
YDR438W	0.6666666666666666
YOR356W	0.5333333333333333
YDR289C	0.16993464052287582
YBR179C	0.21818181818181817
YHR133C	0.24444444444444444
YAL041W	0.15165165165165165
YOR145C	0.44744744744744747
YCR046C	0.6222222222222222
YNL177C	0.2572463768115942
YJL173C	0.24743589743589745
YMR105C	0.17701149425287357
YOL083W	0.09558823529411764
YGR136W	0.2210144927536232
YOR181W	0.060716382853787436
YPR165W	0.10465116279069768
YMR024W	0.4796747967479675
YNR041C	0.3333333333333333
YLR333C	0.41578947368421054
YML057W	0.22924901185770752
YHR116W	0.3
YJL222W	0.2909090909090909
YGR218W	0.09841047218326321
YLR056W	0.391812865497076
YLR100W	0.3593073593073593
YPR187W	0.35645302897278314
YDL106C	0.19117647058823528
YBL033C	1.0
YHL021C	0.15151515151515152
YDR006C	0.44871794871794873
YGR152C	0.2878787878787879
YOR127W	0.1225071225071225
YGR258C	0.17647058823529413
YBL093C	0.5420420420420421
YJL140W	0.42907801418439717
YGR209C	0.17471264367816092
YHR152W	0.05325814536340852
YIL113W	0.0
YER155C	0.1624780829924021
YMR285C	0.3055555555555556
YJL185C	0.07142857142857142
YOR217W	0.38064516129032255
YHR183W	0.18846153846153846
YAR019C	0.08599290780141844
YBR156C	0.2160919540229885
YER115C	0.2222222222222222
YJL020C	0.09898278560250391
YER056C-A	0.3
YOR081C	0.17666666666666667
YOR371C	0.4
YGL023C	0.2867647058823529
YGL055W	0.26136363636363635
YKL088W	0.2
YOR064C	0.4789473684210526
YJR109C	0.358695652173913
YMR250W	0.47619047619047616
YNL227C	0.15483870967741936
YFR053C	0.2549019607843137
YLR135W	0.13333333333333333
YDL098C	0.7512315270935961
YOL111C	0.2
YIL173W	0.37777777777777777
YHR019C	0.26280193236714977
YBR123C	0.15384615384615385
YBR169C	0.21904761904761905
YDR171W	0.17104377104377105
YOR147W	0.32051282051282054
YNL069C	0.505432420686658
YHR138C	0.0
YOR357C	0.15204678362573099
YMR060C	0.4444444444444444
YPR133W-A	0.6888888888888889
YGR006W	0.21428571428571427
YMR070W	0.23333333333333334
YJR046W	0.4263157894736842
YML034W	0.21323529411764705
YCR098C	0.1
YDR462W	0.6781609195402298
YDR235W	0.8379446640316206
YDL012C	0.2
YFR047C	0.6
YDR093W	0.3333333333333333
YML104C	0.16934046345811052
YDL182W	0.25287356321839083
YHR161C	0.28
YHR069C	0.5281385281385281
YNL232W	0.41304347826086957
YPR070W	0.5705128205128205
YHR119W	0.16260162601626016
YDL018C	0.1284013605442177
YHR182W	0.26666666666666666
YNR031C	0.13911290322580644
YOL147C	0.17011494252873563
YKL064W	0.2549019607843137
YGL151W	0.5975975975975976
YDL083C	0.5879200164914451
YHL015W	0.49098039215686273
YGL142C	1.0
YKL146W	0.20261437908496732
YMR286W	0.26666666666666666
YNL161W	0.1111111111111111
YPL032C	0.18472906403940886
YGR028W	0.27472527472527475
YGL090W	0.11538461538461539
YMR052W	0.16842105263157894
YNL206C	0.23225806451612904
